,name,surface,won,lost,surface_total,total_matches,win_rate
2593,Greig Rodger,Hard,5,7,12,12,41.67
2594,Grigor Dimitrov,Clay,71,50,121,543,58.68
2595,Grigor Dimitrov,Grass,36,26,62,543,58.06
2596,Grigor Dimitrov,Hard,222,138,360,543,61.67
2597,Grover Raz Reid,Carpet,12,18,30,131,40.0
2598,Grover Raz Reid,Clay,8,24,32,131,25.0
2599,Grover Raz Reid,Grass,9,15,24,131,37.5
2600,Grover Raz Reid,Hard,16,29,45,131,35.56
2601,Grzegorz Panfil,Hard,1,1,2,2,50.0
2602,Guido Andreozzi,Clay,5,14,19,36,26.32
2603,Guido Andreozzi,Grass,1,3,4,36,25.0
2604,Guido Andreozzi,Hard,5,8,13,36,38.46
2605,Guido Pella,Clay,61,51,112,236,54.46
2606,Guido Pella,Grass,8,10,18,236,44.44
2607,Guido Pella,Hard,44,62,106,236,41.51
2608,Guilherme Clezar,Clay,1,11,12,12,8.33
2609,Guillaume Couillard,Clay,2,7,9,9,22.22
2610,Guillaume Raoux,Carpet,47,49,96,404,48.96
2611,Guillaume Raoux,Clay,15,37,52,404,28.85
2612,Guillaume Raoux,Grass,21,27,48,404,43.75
2613,Guillaume Raoux,Hard,96,112,208,404,46.15
2614,Guillaume Rufin,Clay,5,13,18,44,27.78
2615,Guillaume Rufin,Grass,2,4,6,44,33.33
2616,Guillaume Rufin,Hard,9,11,20,44,45.0
2617,Guillermo Aubone,Clay,10,29,39,47,25.64
2618,Guillermo Aubone,Hard,2,6,8,47,25.0
2619,Guillermo Canas,Carpet,7,12,19,450,36.84
2620,Guillermo Canas,Clay,124,86,210,450,59.05
2621,Guillermo Canas,Grass,26,18,44,450,59.09
2622,Guillermo Canas,Hard,98,79,177,450,55.37
2623,Guillermo Coria,Carpet,7,7,14,335,50.0
2624,Guillermo Coria,Clay,134,53,187,335,71.66
2625,Guillermo Coria,Grass,10,8,18,335,55.56
2626,Guillermo Coria,Hard,68,48,116,335,58.62
2627,Guillermo Garcia Lopez,Carpet,1,3,4,653,25.0
2628,Guillermo Garcia Lopez,Clay,136,138,274,653,49.64
2629,Guillermo Garcia Lopez,Grass,29,31,60,653,48.33
2630,Guillermo Garcia Lopez,Hard,133,182,315,653,42.22
2631,Guillermo Olaso,Clay,2,3,5,5,40.0
2632,Guillermo Oropez,Clay,1,1,2,2,50.0
2633,Guillermo Perez Roldan,Clay,234,120,354,375,66.1
2634,Guillermo Perez Roldan,Hard,7,14,21,375,33.33
2635,Guillermo Rivas,Carpet,2,1,3,37,66.67
2636,Guillermo Rivas,Clay,7,22,29,37,24.14
2637,Guillermo Rivas,Hard,1,4,5,37,20.0
2638,Guillermo Vilas,Carpet,89,47,136,1228,65.44
2639,Guillermo Vilas,Clay,667,170,837,1228,79.69
2640,Guillermo Vilas,Grass,70,26,96,1228,72.92
2641,Guillermo Vilas,Hard,110,49,159,1228,69.18
2642,Gunther Darkey,Hard,2,2,4,4,50.0
2643,Gunther Gnettner,Clay,1,5,6,6,16.67
2644,Gustavo Garetto,Clay,3,5,8,8,37.5
2645,Gustavo Giussani,Clay,8,17,25,25,32.0
2646,Gustavo Guerrero,Clay,7,22,29,29,24.14
2647,Gustavo Kuerten,Carpet,24,20,44,556,54.55
2648,Gustavo Kuerten,Clay,183,78,261,556,70.11
2649,Gustavo Kuerten,Grass,7,8,15,556,46.67
2650,Gustavo Kuerten,Hard,147,89,236,556,62.29
2651,Gustavo Luza,Clay,1,4,5,5,20.0
2652,Gustavo Marcaccio,Clay,2,2,4,4,50.0
2653,Gustavo Ramirez,Clay,3,5,8,11,37.5
2654,Gustavo Ramirez,Hard,1,2,3,11,33.33
2655,Gustavo Tiberti,Carpet,1,1,2,41,50.0
2656,Gustavo Tiberti,Clay,11,25,36,41,30.56
2657,Gustavo Tiberti,Hard,1,2,3,41,33.33
2658,Guy Forget,Carpet,89,73,162,672,54.94
2659,Guy Forget,Clay,99,91,190,672,52.11
2660,Guy Forget,Grass,46,32,78,672,58.97
2661,Guy Forget,Hard,147,95,242,672,60.74
2662,Gyorgy Balazs,Clay,2,1,3,3,66.67
2663,Hachiro Shibata,Clay,1,1,2,2,50.0
2664,Hady Habib,Clay,1,3,4,4,25.0
2665,Haithem Abid,Clay,1,5,6,6,16.67
2666,Hajime Nihonmatsu,Hard,1,1,2,2,50.0
2667,Hakar Zahr,Clay,3,8,11,15,27.27
2668,Hakar Zahr,Hard,1,3,4,15,25.0
2669,Hamed Ul Haq,Clay,13,3,16,28,81.25
2670,Hamed Ul Haq,Hard,6,6,12,28,50.0
2671,Han Cheol Shin,Clay,2,3,5,12,40.0
2672,Han Cheol Shin,Hard,2,5,7,12,28.57
2673,Hani Al Ali,Hard,5,6,11,11,45.45
2674,Hank Pfister,Carpet,47,56,103,474,45.63
2675,Hank Pfister,Clay,22,30,52,474,42.31
2676,Hank Pfister,Grass,96,53,149,474,64.43
2677,Hank Pfister,Hard,96,74,170,474,56.47
2678,Hans Dieter Beutel,Carpet,9,9,18,64,50.0
2679,Hans Dieter Beutel,Clay,6,22,28,64,21.43
2680,Hans Dieter Beutel,Grass,1,2,3,64,33.33
2681,Hans Dieter Beutel,Hard,3,12,15,64,20.0
2682,Hans Engert,Clay,3,9,12,12,25.0
2683,Hans Gildemeister,Carpet,5,7,12,349,41.67
2684,Hans Gildemeister,Clay,197,122,319,349,61.76
2685,Hans Gildemeister,Grass,1,2,3,349,33.33
2686,Hans Gildemeister,Hard,3,12,15,349,20.0
2687,Hans Hach Verdugo,Hard,1,1,2,2,50.0
2688,Hans Hansson,Grass,1,3,4,4,25.0
2689,Hans Joachim Ploetz,Carpet,1,5,6,121,16.67
2690,Hans Joachim Ploetz,Clay,32,51,83,121,38.55
2691,Hans Joachim Ploetz,Grass,9,15,24,121,37.5
2692,Hans Joachim Ploetz,Hard,2,6,8,121,25.0
2693,Hans Jurgen Pohmann,Carpet,10,16,26,235,38.46
2694,Hans Jurgen Pohmann,Clay,77,73,150,235,51.33
2695,Hans Jurgen Pohmann,Grass,4,10,14,235,28.57
2696,Hans Jurgen Pohmann,Hard,26,19,45,235,57.78
2697,Hans Kary,Carpet,10,21,31,369,32.26
2698,Hans Kary,Clay,102,145,247,369,41.3
2699,Hans Kary,Grass,6,15,21,369,28.57
2700,Hans Kary,Hard,31,39,70,369,44.29
2701,Hans Nerell,Clay,5,8,13,15,38.46
2702,Hans Nerell,Hard,1,1,2,15,50.0
2703,Hans Peter Kandler,Clay,5,15,20,27,25.0
2704,Hans Peter Kandler,Hard,2,5,7,27,28.57
2705,Hans Podlipnik Castillo,Clay,3,3,6,6,50.0
2706,Hans Schwaier,Clay,52,70,122,151,42.62
2707,Hans Schwaier,Grass,3,3,6,151,50.0
2708,Hans Schwaier,Hard,7,16,23,151,30.43
2709,Hans Simonsson,Carpet,5,9,14,116,35.71
2710,Hans Simonsson,Clay,22,40,62,116,35.48
2711,Hans Simonsson,Grass,2,6,8,116,25.0
2712,Hans Simonsson,Hard,13,19,32,116,40.62
2713,Hansjorg Elzer,Clay,1,5,6,6,16.67
2714,Hao Lu,Hard,1,2,3,3,33.33
2715,Harald Elschenbroich,Carpet,1,7,8,193,12.5
2716,Harald Elschenbroich,Clay,78,72,150,193,52.0
2717,Harald Elschenbroich,Grass,6,11,17,193,35.29
2718,Harald Elschenbroich,Hard,9,9,18,193,50.0
2719,Harald Mair,Clay,1,1,2,2,50.0
2720,Harald Rittersbacher,Hard,2,5,7,7,28.57
2721,Harald Theissen,Carpet,1,2,3,16,33.33
2722,Harald Theissen,Grass,2,2,4,16,50.0
2723,Harald Theissen,Hard,4,5,9,16,44.44
2724,Harel Levy,Carpet,3,5,8,162,37.5
2725,Harel Levy,Clay,17,24,41,162,41.46
2726,Harel Levy,Grass,6,10,16,162,37.5
2727,Harel Levy,Hard,37,60,97,162,38.14
2728,Harold Solomon,Carpet,117,90,207,893,56.52
2729,Harold Solomon,Clay,270,121,391,893,69.05
2730,Harold Solomon,Grass,6,15,21,893,28.57
2731,Harold Solomon,Hard,178,96,274,893,64.96
2732,Haroon Ismail,Carpet,4,5,9,77,44.44
2733,Haroon Ismail,Clay,15,32,47,77,31.91
2734,Haroon Ismail,Hard,9,12,21,77,42.86
2735,Haroon Rahim,Carpet,53,50,103,282,51.46
2736,Haroon Rahim,Clay,16,31,47,282,34.04
2737,Haroon Rahim,Grass,9,18,27,282,33.33
2738,Haroon Rahim,Hard,50,55,105,282,47.62
2739,Harri Heliovaara,Clay,1,4,5,21,20.0
2740,Harri Heliovaara,Hard,6,10,16,21,37.5
2741,Harry Barniville,Grass,1,2,3,3,33.33
2742,Harry Bourchier,Hard,1,1,2,2,50.0
2743,Harry Brittain,Grass,1,2,3,3,33.33
2744,Harry Fauquier,Clay,2,5,7,7,28.57
2745,Harry Fritz,Clay,1,3,4,6,25.0
2746,Harry Fritz,Hard,1,1,2,6,50.0
2747,Harry Sheridan,Grass,2,4,6,6,33.33
2748,Harry Turnbull,Hard,1,1,2,2,50.0
2749,Harsh Mankad,Grass,3,1,4,14,75.0
2750,Harsh Mankad,Hard,3,7,10,14,30.0
2751,Harshana Godamanna,Clay,7,4,11,17,63.64
2752,Harshana Godamanna,Hard,5,1,6,17,83.33
2753,Hartmut Kirchhubel,Clay,3,1,4,4,75.0
2754,Haseeb Aslam,Clay,2,2,4,4,50.0
2755,Hassan El Arousy,Clay,4,1,5,5,80.0
2756,Haydn Lewis,Hard,3,7,10,10,30.0
2757,Hazem Naw,Hard,1,1,2,2,50.0
2758,Hazuan Hizan,Hard,1,4,5,5,20.0
2759,Heath Denman,Hard,1,5,6,6,16.67
2760,Hector Romani,Clay,2,7,9,9,22.22
2761,Hee Seok Chung,Hard,6,1,7,7,85.71
2762,Heiner Moraing,Clay,1,1,2,11,50.0
2763,Heiner Moraing,Grass,1,1,2,11,50.0
2764,Heiner Moraing,Hard,2,5,7,11,28.57
2765,Heinz Gildemeister,Clay,14,11,25,27,56.0
2766,Heinz Gildemeister,Hard,1,1,2,27,50.0
2767,Heinz Gunthardt,Carpet,43,51,94,437,45.74
2768,Heinz Gunthardt,Clay,112,82,194,437,57.73
2769,Heinz Gunthardt,Grass,10,12,22,437,45.45
2770,Heinz Gunthardt,Hard,71,56,127,437,55.91
2771,Helder Lopes,Carpet,1,1,2,4,50.0
2772,Helder Lopes,Clay,1,1,2,4,50.0
2773,Helge Koll Frafjord,Carpet,3,1,4,17,75.0
2774,Helge Koll Frafjord,Clay,1,6,7,17,14.29
2775,Helge Koll Frafjord,Hard,1,5,6,17,16.67
2776,Helmar Stiegler,Clay,1,6,7,7,14.29
2777,Hendri Susilo Pramono,Hard,1,1,2,2,50.0
2778,Hendrik Dreekmann,Carpet,14,20,34,217,41.18
2779,Hendrik Dreekmann,Clay,23,38,61,217,37.7
2780,Hendrik Dreekmann,Grass,11,19,30,217,36.67
2781,Hendrik Dreekmann,Hard,49,43,92,217,53.26
2782,Hendrik Jan Davids,Carpet,1,7,8,34,12.5
2783,Hendrik Jan Davids,Clay,1,8,9,34,11.11
2784,Hendrik Jan Davids,Grass,1,5,6,34,16.67
2785,Hendrik Jan Davids,Hard,4,7,11,34,36.36
2786,Henri Kontinen,Carpet,1,1,2,10,50.0
2787,Henri Kontinen,Grass,1,1,2,10,50.0
2788,Henri Kontinen,Hard,2,4,6,10,33.33
2789,Henri Laaksonen,Clay,17,24,41,91,41.46
2790,Henri Laaksonen,Hard,20,30,50,91,40.0
2791,Henri Leconte,Carpet,70,62,132,648,53.03
2792,Henri Leconte,Clay,160,108,268,648,59.7
2793,Henri Leconte,Grass,60,33,93,648,64.52
2794,Henri Leconte,Hard,88,67,155,648,56.77
2795,Henrik Drzymalski,Clay,3,5,8,8,37.5
2796,Henrik Holm,Carpet,18,26,44,207,40.91
2797,Henrik Holm,Clay,5,14,19,207,26.32
2798,Henrik Holm,Grass,22,16,38,207,57.89
2799,Henrik Holm,Hard,51,55,106,207,48.11
2800,Henrik Sundstrom,Carpet,5,11,16,262,31.25
2801,Henrik Sundstrom,Clay,133,64,197,262,67.51
2802,Henrik Sundstrom,Grass,5,12,17,262,29.41
2803,Henrik Sundstrom,Hard,11,21,32,262,34.38
2804,Henry Adjei Darko,Clay,1,1,2,6,50.0
2805,Henry Adjei Darko,Hard,2,2,4,6,50.0
2806,Henry Bunis,Carpet,4,8,12,87,33.33
2807,Henry Bunis,Clay,15,33,48,87,31.25
2808,Henry Bunis,Grass,4,8,12,87,33.33
2809,Henry Bunis,Hard,5,10,15,87,33.33
2810,Henry Estrella,Clay,3,2,5,5,60.0
2811,Henry Hank Irvine,Clay,4,6,10,36,40.0
2812,Henry Hank Irvine,Grass,3,7,10,36,30.0
2813,Henry Hank Irvine,Hard,6,10,16,36,37.5
2814,Henry Hank Kamakana,Carpet,1,1,2,2,50.0
2815,Herb Fitzgibbon,Carpet,1,3,4,49,25.0
2816,Herb Fitzgibbon,Clay,9,4,13,49,69.23
2817,Herb Fitzgibbon,Grass,10,11,21,49,47.62
2818,Herb Fitzgibbon,Hard,6,5,11,49,54.55
2819,Herbert Wiltschnig,Clay,3,12,15,18,20.0
2820,Herbert Wiltschnig,Hard,1,2,3,18,33.33
2821,Herkko Pollanen,Hard,1,1,2,2,50.0
2822,Hermes Gamonal,Clay,4,8,12,15,33.33
2823,Hermes Gamonal,Hard,1,2,3,15,33.33
2824,Hernan Gumy,Clay,89,85,174,240,51.15
2825,Hernan Gumy,Hard,26,40,66,240,39.39
2826,Herve Gauvain,Carpet,6,4,10,30,60.0
2827,Herve Gauvain,Clay,3,17,20,30,15.0
2828,Hervoje Eterovic,Clay,1,3,4,4,25.0
2829,Hicham Arazi,Carpet,29,29,58,447,50.0
2830,Hicham Arazi,Clay,92,92,184,447,50.0
2831,Hicham Arazi,Grass,18,17,35,447,51.43
2832,Hicham Arazi,Hard,82,88,170,447,48.24
2833,Hicham Khaddari,Clay,1,2,3,3,33.33
2834,Hideki Kaneko,Carpet,2,4,6,19,33.33
2835,Hideki Kaneko,Clay,1,1,2,19,50.0
2836,Hideki Kaneko,Hard,3,8,11,19,27.27
2837,Hira Lal Rahman,Clay,1,1,2,6,50.0
2838,Hira Lal Rahman,Hard,1,3,4,6,25.0
2839,Hiroki Kondo,Hard,1,3,4,4,25.0
2840,Hiroki Moriya,Hard,2,8,10,10,20.0
2841,Hisham Hemeda,Clay,3,1,4,4,75.0
2842,Hisham Nasser,Clay,4,5,9,11,44.44
2843,Hisham Nasser,Hard,1,1,2,11,50.0
2844,Hitoshi Shirato,Clay,1,2,3,12,33.33
2845,Hitoshi Shirato,Hard,3,6,9,12,33.33
2846,Hiu Tung Yu,Clay,2,3,5,28,40.0
2847,Hiu Tung Yu,Hard,10,13,23,28,43.48
2848,Holger Rune,Hard,4,1,5,5,80.0
2849,Hong Kit Jack Wong,Hard,1,1,2,2,50.0
2850,Horacio De La Pena,Carpet,2,6,8,364,25.0
2851,Horacio De La Pena,Clay,164,134,298,364,55.03
2852,Horacio De La Pena,Hard,24,34,58,364,41.38
2853,Horacio Zeballos,Clay,58,70,128,224,45.31
2854,Horacio Zeballos,Grass,2,11,13,224,15.38
2855,Horacio Zeballos,Hard,31,52,83,224,37.35
2856,Horst Skoff,Carpet,26,30,56,433,46.43
2857,Horst Skoff,Clay,179,124,303,433,59.08
2858,Horst Skoff,Grass,1,6,7,433,14.29
2859,Horst Skoff,Hard,23,44,67,433,34.33
2860,Houcine Saber,Clay,1,6,7,11,14.29
2861,Houcine Saber,Hard,1,3,4,11,25.0
2862,Howard Herr,Hard,2,4,6,6,33.33
2863,Howard Joffe,Hard,1,1,2,2,50.0
2864,Howard Sands,Grass,2,3,5,12,40.0
2865,Howard Sands,Hard,3,4,7,12,42.86
2866,Howard Schoenfield,Clay,3,21,24,42,12.5
2867,Howard Schoenfield,Hard,8,10,18,42,44.44
2868,Hsin Han Lee,Hard,1,1,2,2,50.0
2869,Huang Jung Hsu,Clay,1,1,2,18,50.0
2870,Huang Jung Hsu,Hard,5,11,16,18,31.25
2871,Hubert Hurkacz,Clay,8,12,20,110,40.0
2872,Hubert Hurkacz,Grass,4,4,8,110,50.0
2873,Hubert Hurkacz,Hard,42,40,82,110,51.22
2874,Hubertus Hoyt,Carpet,1,4,5,21,20.0
2875,Hubertus Hoyt,Clay,1,9,10,21,10.0
2876,Hubertus Hoyt,Hard,1,5,6,21,16.67
2877,Hugo Armando,Clay,11,27,38,43,28.95
2878,Hugo Armando,Hard,2,3,5,43,40.0
2879,Hugo Chapacu,Clay,6,9,15,15,40.0
2880,Hugo Dellien,Clay,17,20,37,52,45.95
2881,Hugo Dellien,Hard,5,10,15,52,33.33
2882,Hugo Gaston,Clay,3,1,4,4,75.0
2883,Hugo Grenier,Hard,1,1,2,2,50.0
2884,Hugo Nunez,Hard,2,6,8,8,25.0
2885,Hugo Roverano,Clay,5,4,9,9,55.56
2886,Hugo Varela,Clay,1,5,6,6,16.67
2887,Humphrey Hose,Carpet,1,3,4,56,25.0
2888,Humphrey Hose,Clay,7,18,25,56,28.0
2889,Humphrey Hose,Grass,4,8,12,56,33.33
2890,Humphrey Hose,Hard,6,9,15,56,40.0
2891,Hussain Akbari,Hard,2,2,4,4,50.0
2892,Hussain Al Ashwak,Hard,2,3,5,5,40.0
2893,Huub Van Boeckel,Carpet,2,5,7,62,28.57
2894,Huub Van Boeckel,Clay,6,13,19,62,31.58
2895,Huub Van Boeckel,Grass,9,12,21,62,42.86
2896,Huub Van Boeckel,Hard,4,11,15,62,26.67
2897,Hyeon Chung,Clay,17,14,31,147,54.84
2898,Hyeon Chung,Grass,1,2,3,147,33.33
2899,Hyeon Chung,Hard,60,53,113,147,53.1
2900,Hyun Woo Nam,Hard,1,2,3,3,33.33
2901,Hyung Taik Lee,Carpet,11,6,17,327,64.71
2902,Hyung Taik Lee,Clay,31,31,62,327,50.0
2903,Hyung Taik Lee,Grass,19,20,39,327,48.72
2904,Hyung Taik Lee,Hard,101,108,209,327,48.33
2905,Ian Crookenden,Carpet,3,10,13,30,23.08
2906,Ian Crookenden,Hard,5,12,17,30,29.41
2907,Ian Flanagan,Grass,2,1,3,3,66.67
2908,Ian Fletcher,Carpet,11,17,28,160,39.29
2909,Ian Fletcher,Clay,20,27,47,160,42.55
2910,Ian Fletcher,Grass,22,19,41,160,53.66
2911,Ian Fletcher,Hard,20,24,44,160,45.45
2912,Ian Harris,Hard,1,1,2,2,50.0
2913,Ian Hewitt,Clay,3,1,4,4,75.0
2914,Ibrahim Mahmoud,Clay,1,4,5,5,20.0
2915,Ifthekar Sardar,Hard,1,9,10,10,10.0
2916,Ignacio Garcia,Hard,1,4,5,5,20.0
2917,Ignacio Garcia Atance,Clay,1,1,2,2,50.0
2918,Ignacio Hirigoyen,Clay,1,2,3,3,33.33
2919,Ignacio Martinez,Hard,1,3,4,4,25.0
2920,Ignacio Truyol,Clay,3,4,7,10,42.86
2921,Ignacio Truyol,Hard,1,2,3,10,33.33
2922,Igor Andreev,Carpet,11,9,20,469,55.0
2923,Igor Andreev,Clay,118,103,221,469,53.39
2924,Igor Andreev,Grass,16,17,33,469,48.48
2925,Igor Andreev,Hard,93,102,195,469,47.69
2926,Igor Flego,Clay,1,1,2,2,50.0
2927,Igor Kornienko,Carpet,2,2,4,4,50.0
2928,Igor Kunitsyn,Carpet,11,10,21,242,52.38
2929,Igor Kunitsyn,Clay,8,22,30,242,26.67
2930,Igor Kunitsyn,Grass,12,25,37,242,32.43
2931,Igor Kunitsyn,Hard,58,96,154,242,37.66
2932,Igor Saric,Clay,2,2,4,4,50.0
2933,Igor Sijsling,Clay,10,23,33,138,30.3
2934,Igor Sijsling,Grass,10,13,23,138,43.48
2935,Igor Sijsling,Hard,29,53,82,138,35.37
2936,Igor Tihonenko,Clay,1,1,2,2,50.0
2937,Ilan Sher,Hard,1,2,3,3,33.33
2938,Ilia Kushev,Clay,2,5,7,7,28.57
2939,Ilie Nastase,Carpet,165,95,260,1153,63.46
2940,Ilie Nastase,Clay,394,109,503,1153,78.33
2941,Ilie Nastase,Grass,78,33,111,1153,70.27
2942,Ilie Nastase,Hard,196,83,279,1153,70.25
2943,Ilija Bozoljac,Carpet,3,2,5,30,60.0
2944,Ilija Bozoljac,Clay,3,3,6,30,50.0
2945,Ilija Bozoljac,Grass,3,6,9,30,33.33
2946,Ilija Bozoljac,Hard,2,8,10,30,20.0
2947,Ilija Martinoski,Clay,1,2,3,3,33.33
2948,Illya Marchenko,Clay,3,15,18,147,16.67
2949,Illya Marchenko,Grass,6,14,20,147,30.0
2950,Illya Marchenko,Hard,50,59,109,147,45.87
2951,Ilou Lonfo,Hard,4,4,8,8,50.0
2952,Ilya Ivashka,Clay,1,6,7,59,14.29
2953,Ilya Ivashka,Grass,2,1,3,59,66.67
2954,Ilya Ivashka,Hard,23,26,49,59,46.94
2955,Inaki Calvo,Hard,1,3,4,4,25.0
2956,Ingo Buding,Carpet,2,3,5,71,40.0
2957,Ingo Buding,Clay,26,20,46,71,56.52
2958,Ingo Buding,Grass,2,7,9,71,22.22
2959,Ingo Buding,Hard,4,7,11,71,36.36
2960,Ingo Wimmer,Hard,2,2,4,4,50.0
2961,Inigo Cervantes Huegun,Clay,12,20,32,49,37.5
2962,Inigo Cervantes Huegun,Grass,1,3,4,49,25.0
2963,Inigo Cervantes Huegun,Hard,4,9,13,49,30.77
2964,Ioannis Kabakoglou,Clay,1,2,3,3,33.33
2965,Ion Moldovan,Clay,4,11,15,15,26.67
2966,Ion Tiriac,Carpet,19,29,48,375,39.58
2967,Ion Tiriac,Clay,127,87,214,375,59.35
2968,Ion Tiriac,Grass,19,22,41,375,46.34
2969,Ion Tiriac,Hard,29,43,72,375,40.28
2970,Ionel Santeiu,Carpet,2,5,7,14,28.57
2971,Ionel Santeiu,Clay,2,5,7,14,28.57
2972,Iphton Louis,Hard,1,1,2,2,50.0
2973,Irakli Labadze,Carpet,3,4,7,134,42.86
2974,Irakli Labadze,Clay,27,33,60,134,45.0
2975,Irakli Labadze,Grass,5,9,14,134,35.71
2976,Irakli Labadze,Hard,16,37,53,134,30.19
2977,Irakli Ushangishvili,Clay,1,1,2,2,50.0
2978,Isaac Donkor,Hard,5,5,10,10,50.0
2979,Isak Arvidsson,Hard,1,7,8,8,12.5
2980,Isao Watanabe,Clay,1,4,5,5,20.0
2981,Islam Ul Haq,Clay,4,3,7,7,57.14
2982,Ismail El Shafei,Carpet,25,53,78,477,32.05
2983,Ismail El Shafei,Clay,101,111,212,477,47.64
2984,Ismail El Shafei,Grass,38,37,75,477,50.67
2985,Ismail El Shafei,Hard,52,60,112,477,46.43
2986,Ismar Gorcic,Clay,1,2,3,3,33.33
2987,Israel Morales,Hard,2,2,4,4,50.0
2988,Issam Al Tawil,Clay,1,1,2,7,50.0
2989,Issam Al Tawil,Hard,1,4,5,7,20.0
2990,Istvan Gulyas,Clay,43,36,79,86,54.43
2991,Istvan Gulyas,Hard,4,3,7,86,57.14
2992,Ivan Baron,Clay,1,5,6,6,16.67
2993,Ivan Beros,Clay,1,1,2,2,50.0
2994,Ivan Dodig,Clay,27,37,64,258,42.19
2995,Ivan Dodig,Grass,17,14,31,258,54.84
2996,Ivan Dodig,Hard,74,89,163,258,45.4
2997,Ivan Du Pasquier,Clay,2,1,3,3,66.67
2998,Ivan Dupasquier,Carpet,3,4,7,35,42.86
2999,Ivan Dupasquier,Clay,12,16,28,35,42.86
3000,Ivan Endara,Clay,4,7,11,15,36.36
3001,Ivan Endara,Hard,1,3,4,15,25.0
3002,Ivan Keskinov,Clay,8,7,15,15,53.33
3003,Ivan Kley,Carpet,1,3,4,52,25.0
3004,Ivan Kley,Clay,4,24,28,52,14.29
3005,Ivan Kley,Hard,9,11,20,52,45.0
3006,Ivan Lendl,Carpet,271,55,326,1318,83.13
3007,Ivan Lendl,Clay,329,77,406,1318,81.03
3008,Ivan Lendl,Grass,81,27,108,1318,75.0
3009,Ivan Lendl,Hard,395,83,478,1318,82.64
3010,Ivan Ljubicic,Carpet,53,26,79,728,67.09
3011,Ivan Ljubicic,Clay,105,83,188,728,55.85
3012,Ivan Ljubicic,Grass,24,26,50,728,48.0
3013,Ivan Ljubicic,Hard,248,163,411,728,60.34
3014,Ivan Miranda,Carpet,1,2,3,59,33.33
3015,Ivan Miranda,Clay,16,17,33,59,48.48
3016,Ivan Miranda,Grass,2,1,3,59,66.67
3017,Ivan Miranda,Hard,6,14,20,59,30.0
3018,Ivan Molina,Carpet,8,12,20,329,40.0
3019,Ivan Molina,Clay,130,135,265,329,49.06
3020,Ivan Molina,Grass,2,12,14,329,14.29
3021,Ivan Molina,Hard,8,22,30,329,26.67
3022,Ivan Navarro,Clay,24,34,58,100,41.38
3023,Ivan Navarro,Grass,6,11,17,100,35.29
3024,Ivan Navarro,Hard,5,20,25,100,20.0
3025,Ivan Sergeyev,Hard,5,1,6,6,83.33
3026,Ivaylo Traykov,Carpet,4,3,7,18,57.14
3027,Ivaylo Traykov,Clay,5,6,11,18,45.45
3028,Ivo Heuberger,Carpet,7,12,19,113,36.84
3029,Ivo Heuberger,Clay,2,14,16,113,12.5
3030,Ivo Heuberger,Grass,4,8,12,113,33.33
3031,Ivo Heuberger,Hard,21,45,66,113,31.82
3032,Ivo Karlovic,Carpet,8,9,17,715,47.06
3033,Ivo Karlovic,Clay,56,76,132,715,42.42
3034,Ivo Karlovic,Grass,73,43,116,715,62.93
3035,Ivo Karlovic,Hard,235,215,450,715,52.22
3036,Ivo Klec,Clay,1,3,4,9,25.0
3037,Ivo Klec,Hard,1,4,5,9,20.0
3038,Ivo Minar,Clay,14,30,44,101,31.82
3039,Ivo Minar,Grass,3,10,13,101,23.08
3040,Ivo Minar,Hard,18,26,44,101,40.91
3041,Ivo Werner,Carpet,2,1,3,10,66.67
3042,Ivo Werner,Hard,3,4,7,10,42.86
3043,Izak Van Der Merwe,Clay,1,2,3,30,33.33
3044,Izak Van Der Merwe,Grass,2,2,4,30,50.0
3045,Izak Van Der Merwe,Hard,13,10,23,30,56.52
3046,Iztok Bozic,Carpet,1,3,4,28,25.0
3047,Iztok Bozic,Clay,10,8,18,28,55.56
3048,Iztok Bozic,Hard,3,3,6,28,50.0
3049,J Bougher,Grass,1,1,2,2,50.0
3050,J.J. Wolf,Hard,2,3,5,5,40.0
3051,Jaak Poldma,Hard,3,4,7,7,42.86
3052,Jacco Eltingh,Carpet,27,28,55,274,49.09
3053,Jacco Eltingh,Clay,36,38,74,274,48.65
3054,Jacco Eltingh,Grass,27,20,47,274,57.45
3055,Jacco Eltingh,Hard,37,61,98,274,37.76
3056,Jacek Niedzwiedzki,Carpet,2,4,6,19,33.33
3057,Jacek Niedzwiedzki,Clay,4,2,6,19,66.67
3058,Jacek Niedzwiedzki,Hard,5,2,7,19,71.43
3059,Jack Brasington,Clay,1,2,3,9,33.33
3060,Jack Brasington,Hard,1,5,6,9,16.67
3061,Jack Sock,Clay,33,24,57,298,57.89
3062,Jack Sock,Grass,12,11,23,298,52.17
3063,Jack Sock,Hard,121,97,218,298,55.5
3064,Jack Waltz,Grass,1,1,2,2,50.0
3065,Jackie Saul,Grass,1,1,2,17,50.0
3066,Jackie Saul,Hard,8,7,15,17,53.33
3067,Jacobo Chavez,Hard,6,9,15,15,40.0
3068,Jacobo Diaz,Clay,25,42,67,88,37.31
3069,Jacobo Diaz,Hard,3,18,21,88,14.29
3070,Jacques Manset,Hard,1,2,3,3,33.33
3071,Jacques Radoux,Carpet,2,1,3,11,66.67
3072,Jacques Radoux,Clay,1,1,2,11,50.0
3073,Jacques Radoux,Hard,4,2,6,11,66.67
3074,Jacques Thamin,Clay,6,12,18,23,33.33
3075,Jacques Thamin,Grass,2,3,5,23,40.0
