,name,surface,winner_id,won,loser_id,lost,surface_total,total_matches,win_rate
4309,Laszlo Markovits,Clay,101728,1,101728,3,4,4,25.0
4310,Laurence Tieleman,Carpet,102133,1,102133,3,4,102,25.0
4311,Laurence Tieleman,Clay,102133,1,102133,9,10,102,10.0
4312,Laurence Tieleman,Grass,102133,20,102133,18,38,102,52.63
4313,Laurence Tieleman,Hard,102133,19,102133,31,50,102,38.0
4314,Laurent Bram,Clay,107552,2,107552,3,5,5,40.0
4315,Laurent Prades,Carpet,101504,1,101504,1,2,13,50.0
4316,Laurent Prades,Clay,101504,1,101504,3,4,13,25.0
4317,Laurent Prades,Hard,101504,2,101504,5,7,13,28.57
4318,Laurent Recouderc,Clay,104397,2,104397,5,7,15,28.57
4319,Laurent Recouderc,Hard,104397,1,104397,7,8,15,12.5
4320,Laurie Warder,Grass,100871,3,100871,5,8,17,37.5
4321,Laurie Warder,Hard,100871,2,100871,7,9,17,22.22
4322,Laurynas Grigelis,Clay,105827,3,105827,2,5,26,60.0
4323,Laurynas Grigelis,Hard,105827,5,105827,16,21,26,23.81
4324,Lawrence Hall,Grass,107557,2,107557,3,5,5,40.0
4325,Lawson Duncan,Carpet,101080,3,101080,6,9,214,33.33
4326,Lawson Duncan,Clay,101080,93,101080,79,172,214,54.07
4327,Lawson Duncan,Hard,101080,9,101080,24,33,214,27.27
4328,Lazar Magdincev,Clay,103668,5,103668,7,12,17,41.67
4329,Lazar Magdincev,Hard,103668,2,103668,3,5,17,40.0
4330,Lazaro Navarro Batles,Hard,102320,11,102320,4,15,15,73.33
4331,Leander Paes,Carpet,102233,11,102233,10,21,198,52.38
4332,Leander Paes,Clay,102233,6,102233,8,14,198,42.86
4333,Leander Paes,Grass,102233,46,102233,24,70,198,65.71
4334,Leander Paes,Hard,102233,38,102233,55,93,198,40.86
4335,Lech Sidor,Clay,101770,2,101770,1,3,3,66.67
4336,Lee Childs,Grass,104014,1,104014,7,8,10,12.5
4337,Lee Childs,Hard,104014,1,104014,1,2,10,50.0
4338,Leeh Bienkowski,Clay,107560,2,107560,5,7,9,28.57
4339,Leeh Bienkowski,Hard,107560,1,107560,1,2,9,50.0
4340,Lefteris Alexiou,Hard,104011,1,104011,2,3,3,33.33
4341,Leif Johansson,Clay,107561,11,107561,12,23,35,47.83
4342,Leif Johansson,Grass,107561,1,107561,2,3,35,33.33
4343,Leif Johansson,Hard,107561,3,107561,6,9,35,33.33
4344,Leif Shiras,Carpet,100618,19,100618,19,38,174,50.0
4345,Leif Shiras,Clay,100618,3,100618,8,11,174,27.27
4346,Leif Shiras,Grass,100618,27,100618,27,54,174,50.0
4347,Leif Shiras,Hard,100618,22,100618,49,71,174,30.99
4348,Lenny Schloss,Clay,202567,3,109798,1,4,33,75.0
4349,Lenny Schloss,Clay,202567,3,202567,6,9,33,33.33
4350,Lenny Schloss,Grass,109798,1,109798,3,4,33,25.0
4351,Lenny Schloss,Grass,109798,1,202567,1,2,33,50.0
4352,Lenny Schloss,Hard,109798,1,109798,7,8,33,12.5
4353,Lenny Schloss,Hard,109798,1,202567,5,6,33,16.67
4354,Leo Palin,Carpet,100450,7,100450,10,17,104,41.18
4355,Leo Palin,Clay,100450,16,100450,27,43,104,37.21
4356,Leo Palin,Grass,100450,1,100450,4,5,104,20.0
4357,Leo Palin,Hard,100450,12,100450,27,39,104,30.77
4358,Leon Naude,Hard,107563,1,107563,1,2,2,50.0
4359,Leonardo Lavalle,Carpet,101374,12,101374,15,27,200,44.44
4360,Leonardo Lavalle,Clay,101374,35,101374,37,72,200,48.61
4361,Leonardo Lavalle,Grass,101374,2,101374,11,13,200,15.38
4362,Leonardo Lavalle,Hard,101374,36,101374,52,88,200,40.91
4363,Leonardo Mayer,Clay,104919,93,104919,84,177,377,52.54
4364,Leonardo Mayer,Grass,104919,16,104919,19,35,377,45.71
4365,Leonardo Mayer,Hard,104919,71,104919,94,165,377,43.03
4366,Leonardo Tavares,Carpet,104311,1,104311,2,3,17,33.33
4367,Leonardo Tavares,Clay,104311,4,104311,5,9,17,44.44
4368,Leonardo Tavares,Hard,104311,1,104311,4,5,17,20.0
4369,Leos Friedl,Clay,102904,2,102904,1,3,7,66.67
4370,Leos Friedl,Hard,102904,1,102904,3,4,7,25.0
4371,Lester Sack,Clay,109961,4,109961,3,7,7,57.14
4372,Lew Hoad,Clay,109745,9,109745,11,20,45,45.0
4373,Lew Hoad,Grass,109745,12,109745,9,21,45,57.14
4374,Lew Hoad,Hard,109745,2,109745,2,4,45,50.0
4375,Lewis Sylvester,Grass,209427,3,209427,1,4,9,75.0
4376,Lewis Sylvester,Hard,209427,2,209427,3,5,9,40.0
4377,Liam Broady,Grass,106281,1,106281,6,7,12,14.29
4378,Liam Broady,Hard,106281,3,106281,2,5,12,60.0
4379,Liang Chi Huang,Hard,105946,5,105946,1,6,6,83.33
4380,Libor Nemecek,Clay,101534,3,101534,9,12,31,25.0
4381,Libor Nemecek,Hard,101534,8,101534,11,19,31,42.11
4382,Libor Pimek,Carpet,100950,17,100950,23,40,245,42.5
4383,Libor Pimek,Clay,100950,74,100950,63,137,245,54.01
4384,Libor Pimek,Hard,100950,35,100950,33,68,245,51.47
4385,Lionel Barthez,Carpet,101353,2,101353,1,3,12,66.67
4386,Lionel Barthez,Hard,101353,2,101353,7,9,12,22.22
4387,Lionel Kemajou,Clay,110890,1,110890,1,2,2,50.0
4388,Lionel Roux,Carpet,102201,16,102201,25,41,187,39.02
4389,Lionel Roux,Clay,102201,7,102201,18,25,187,28.0
4390,Lionel Roux,Hard,102201,53,102201,68,121,187,43.8
4391,Lior Mor,Clay,102734,1,102734,1,2,2,50.0
4392,Lito Alvarez,Carpet,100150,3,100150,10,13,162,23.08
4393,Lito Alvarez,Clay,100150,36,100150,83,119,162,30.25
4394,Lito Alvarez,Grass,100150,2,100150,8,10,162,20.0
4395,Lito Alvarez,Hard,100150,4,100150,16,20,162,20.0
4396,Lleyton Hewitt,Carpet,103720,19,103720,7,26,882,73.08
4397,Lleyton Hewitt,Clay,103720,98,103720,56,154,882,63.64
4398,Lleyton Hewitt,Grass,103720,129,103720,42,171,882,75.44
4399,Lleyton Hewitt,Hard,103720,373,103720,158,531,882,70.24
4400,Lloyd Bourne,Carpet,100565,8,100565,15,23,159,34.78
4401,Lloyd Bourne,Clay,100565,10,100565,12,22,159,45.45
4402,Lloyd Bourne,Grass,100565,26,100565,25,51,159,50.98
4403,Lloyd Bourne,Hard,100565,24,100565,39,63,159,38.1
4404,Lloyd Harris,Clay,144750,2,144750,6,8,65,25.0
4405,Lloyd Harris,Hard,144750,30,144750,27,57,65,52.63
4406,Loic Courteau,Clay,100993,14,100993,19,33,53,42.42
4407,Loic Courteau,Grass,100993,3,100993,5,8,53,37.5
4408,Loic Courteau,Hard,100993,4,100993,8,12,53,33.33
4409,Lorenzo Fargas,Clay,100503,1,100503,13,14,14,7.14
4410,Lorenzo Giustino,Clay,105841,1,105841,4,5,5,20.0
4411,Lorenzo Manta,Carpet,102455,1,102455,6,7,34,14.29
4412,Lorenzo Manta,Grass,102455,3,102455,6,9,34,33.33
4413,Lorenzo Manta,Hard,102455,7,102455,11,18,34,38.89
4414,Lorenzo Musetti,Clay,207518,5,207518,2,7,7,71.43
4415,Lorenzo Sonego,Clay,132283,21,132283,23,44,87,47.73
4416,Lorenzo Sonego,Grass,132283,5,132283,3,8,87,62.5
4417,Lorenzo Sonego,Hard,132283,14,132283,21,35,87,40.0
4418,Lothar Pawlik,Clay,110272,1,110272,2,3,3,33.33
4419,Louis Gloria,Carpet,101597,1,101597,2,3,24,33.33
4420,Louis Gloria,Clay,101597,1,101597,2,3,24,33.33
4421,Louis Gloria,Grass,101597,1,101597,6,7,24,14.29
4422,Louis Gloria,Hard,101597,2,101597,9,11,24,18.18
4423,Louis Pretorius,Grass,126914,1,126914,1,2,2,50.0
4424,Louis Wessels,Clay,144923,1,144923,1,2,2,50.0
4425,Louk Sanders,Carpet,100211,6,100211,17,23,142,26.09
4426,Louk Sanders,Clay,100211,43,100211,49,92,142,46.74
4427,Louk Sanders,Hard,100211,10,100211,17,27,142,37.04
4428,Louk Sorensen,Clay,104476,1,104476,1,2,9,50.0
4429,Louk Sorensen,Hard,104476,2,104476,5,7,9,28.57
4430,Lovro Zovko,Clay,103735,2,103735,9,11,17,18.18
4431,Lovro Zovko,Hard,103735,2,103735,4,6,17,33.33
4432,Luca Bottazzi,Clay,100907,5,100907,12,17,17,29.41
4433,Luca Vanni,Clay,104563,4,104563,8,12,22,33.33
4434,Luca Vanni,Hard,104563,1,104563,9,10,22,10.0
4435,Lucas Arnold Ker,Clay,102463,19,102463,22,41,51,46.34
4436,Lucas Arnold Ker,Hard,102463,3,102463,7,10,51,30.0
4437,Lucas Gomez,Clay,106412,2,106412,4,6,16,33.33
4438,Lucas Gomez,Hard,106412,1,106412,9,10,16,10.0
4439,Lucas Pouille,Clay,106298,35,106298,28,63,241,55.56
4440,Lucas Pouille,Grass,106298,18,106298,13,31,241,58.06
4441,Lucas Pouille,Hard,106298,79,106298,68,147,241,53.74
4442,Luciano Ramazzini,Hard,122047,1,122047,1,2,2,50.0
4443,Lui Pang,Hard,107586,3,107586,3,6,6,50.0
4444,Luis Adrian Morejon,Clay,102192,20,102192,28,48,64,41.67
4445,Luis Adrian Morejon,Hard,102192,6,102192,10,16,64,37.5
4446,Luis Alberto Ayala,Clay,209580,1,209580,1,2,2,50.0
4447,Luis Arturo Gonzalez,Clay,110847,2,110847,4,6,6,33.33
4448,Luis Augusto Garcia,Clay,110849,2,110849,2,4,4,50.0
4449,Luis Ayala,Clay,100010,9,100010,10,19,33,47.37
4450,Luis Ayala,Grass,100010,4,100010,7,11,33,36.36
4451,Luis Ayala,Hard,100010,2,100010,1,3,33,66.67
4452,Luis Baraldi,Clay,100256,2,100256,5,7,7,28.57
4453,Luis Borfiga,Clay,107590,4,107590,12,16,16,25.0
4454,Luis Bruguera,Clay,107591,3,107591,12,15,15,20.0
4455,Luis David Martinez,Clay,105334,1,105334,3,4,16,25.0
4456,Luis David Martinez,Hard,105334,6,105334,6,12,16,50.0
4457,Luis Delgado,Clay,108980,1,108980,2,3,3,33.33
4458,Luis Felipe Tavares,Carpet,100187,1,100187,4,5,19,20.0
4459,Luis Felipe Tavares,Clay,100187,3,100187,7,10,19,30.0
4460,Luis Felipe Tavares,Hard,100187,2,100187,2,4,19,50.0
4461,Luis Haddock,Hard,108915,1,108915,1,2,2,50.0
4462,Luis Herrera,Carpet,101955,2,101955,6,8,136,25.0
4463,Luis Herrera,Clay,101955,11,101955,19,30,136,36.67
4464,Luis Herrera,Grass,101955,12,101955,13,25,136,48.0
4465,Luis Herrera,Hard,101955,28,101955,45,73,136,38.36
4466,Luis Horna,Carpet,103632,1,103632,4,5,282,20.0
4467,Luis Horna,Clay,103632,104,103632,86,190,282,54.74
4468,Luis Horna,Hard,103632,36,103632,51,87,282,41.38
4469,Luis Lobo,Clay,101822,2,101822,3,5,5,40.0
4470,Luis Manuel Flores,Hard,104496,1,104496,1,2,2,50.0
4471,Luis Patino,Hard,106250,3,106250,2,5,5,60.0
4472,Luis Perez Chete,Hard,108582,6,108582,4,10,10,60.0
4473,Luiz Mattar,Carpet,100954,23,100954,19,42,370,54.76
4474,Luiz Mattar,Clay,100954,81,100954,83,164,370,49.39
4475,Luiz Mattar,Grass,100954,1,100954,6,7,370,14.29
4476,Luiz Mattar,Hard,100954,87,100954,70,157,370,55.41
4477,Luka Gregorc,Carpet,104305,1,104305,1,2,18,50.0
4478,Luka Gregorc,Hard,104305,8,104305,8,16,18,50.0
4479,Lukas Dlouhy,Carpet,104160,3,104160,6,9,77,33.33
4480,Lukas Dlouhy,Clay,104160,14,104160,26,40,77,35.0
4481,Lukas Dlouhy,Grass,104160,2,104160,5,7,77,28.57
4482,Lukas Dlouhy,Hard,104160,4,104160,17,21,77,19.05
4483,Lukas Lacko,Clay,105041,5,105041,20,25,243,20.0
4484,Lukas Lacko,Grass,105041,18,105041,25,43,243,41.86
4485,Lukas Lacko,Hard,105041,73,105041,102,175,243,41.71
4486,Lukas Mugevicius,Clay,108748,1,108748,3,4,10,25.0
4487,Lukas Mugevicius,Hard,108748,2,108748,4,6,10,33.33
4488,Lukas Rosol,Clay,104586,53,104586,48,101,281,52.48
4489,Lukas Rosol,Grass,104586,8,104586,12,20,281,40.0
4490,Lukas Rosol,Hard,104586,63,104586,97,160,281,39.38
4491,Lukasz Kubot,Carpet,103997,2,103997,1,3,229,66.67
4492,Lukasz Kubot,Clay,103997,46,103997,51,97,229,47.42
4493,Lukasz Kubot,Grass,103997,13,103997,12,25,229,52.0
4494,Lukasz Kubot,Hard,103997,38,103997,66,104,229,36.54
4495,Luke Jensen,Carpet,101263,1,101263,5,6,55,16.67
4496,Luke Jensen,Clay,101263,4,101263,12,16,55,25.0
4497,Luke Jensen,Grass,101263,1,101263,3,4,55,25.0
4498,Luke Jensen,Hard,101263,6,101263,23,29,55,20.69
4499,Luke Milligan,Grass,102835,3,102835,5,8,11,37.5
4500,Luke Milligan,Hard,102835,2,102835,1,3,11,66.67
4501,Luke Saville,Grass,106291,2,106291,4,6,6,33.33
4502,Luke Smith,Hard,102875,2,102875,5,7,7,28.57
4503,M Abid Ali Khan Akbar,Hard,120792,1,120792,1,2,2,50.0
4504,M Borgener,Hard,110263,1,110263,1,2,2,50.0
4505,M Laimina,Clay,110389,1,110389,1,2,2,50.0
4506,M Lorenzo,Grass,209707,1,209707,1,2,2,50.0
4507,Ma Ilahi,Grass,109887,1,109887,1,2,2,50.0
4508,Mackenzie McDonald,Clay,111456,3,111456,7,10,67,30.0
4509,Mackenzie McDonald,Grass,111456,5,111456,3,8,67,62.5
4510,Mackenzie McDonald,Hard,111456,19,111456,30,49,67,38.78
4511,Magnus Gustafsson,Carpet,101320,96,101320,55,151,676,63.58
4512,Magnus Gustafsson,Clay,101320,213,101320,115,328,676,64.94
4513,Magnus Gustafsson,Grass,101320,18,101320,18,36,676,50.0
4514,Magnus Gustafsson,Hard,101320,88,101320,73,161,676,54.66
4515,Magnus Larsson,Carpet,101723,64,101723,36,100,542,64.0
4516,Magnus Larsson,Clay,101723,110,101723,83,193,542,56.99
4517,Magnus Larsson,Grass,101723,24,101723,19,43,542,55.81
4518,Magnus Larsson,Hard,101723,115,101723,91,206,542,55.83
4519,Magnus Nilsson,Clay,107617,1,107617,1,2,2,50.0
4520,Magnus Norman,Carpet,102796,15,102796,14,29,423,51.72
4521,Magnus Norman,Clay,102796,109,102796,71,180,423,60.56
4522,Magnus Norman,Grass,102796,7,102796,8,15,423,46.67
4523,Magnus Norman,Hard,102796,115,102796,84,199,423,57.79
4524,Magnus Tideman,Clay,100910,10,100910,25,35,46,28.57
4525,Magnus Tideman,Hard,100910,4,100910,7,11,46,36.36
4526,Mahader Hassan,Grass,110979,1,110979,2,3,3,33.33
4527,Mahesh Bhupathi,Clay,102405,1,102405,3,4,37,25.0
4528,Mahesh Bhupathi,Grass,102405,6,102405,10,16,37,37.5
4529,Mahesh Bhupathi,Hard,102405,3,102405,14,17,37,17.65
4530,Mahtabur Rahman,Hard,110820,1,110820,3,4,4,25.0
4531,Mait Kunnap,Carpet,104063,2,104063,3,5,8,40.0
4532,Mait Kunnap,Hard,104063,1,104063,2,3,8,33.33
4533,Mal Anderson,Clay,100017,5,100017,9,14,109,35.71
4534,Mal Anderson,Grass,100017,35,100017,24,59,109,59.32
4535,Mal Anderson,Hard,100017,23,100017,13,36,109,63.89
4536,Malcolm Allen,Hard,101371,1,101371,4,5,5,20.0
4537,Malek Jaziri,Carpet,104291,1,104291,1,2,232,50.0
4538,Malek Jaziri,Clay,104291,23,104291,31,54,232,42.59
4539,Malek Jaziri,Grass,104291,8,104291,19,27,232,29.63
4540,Malek Jaziri,Hard,104291,64,104291,85,149,232,42.95
4541,Malivai Washington,Carpet,101613,40,101613,37,77,436,51.95
4542,Malivai Washington,Clay,101613,43,101613,33,76,436,56.58
4543,Malivai Washington,Grass,101613,26,101613,21,47,436,55.32
4544,Malivai Washington,Hard,101613,142,101613,94,236,436,60.17
4545,Mansour Bahrami,Carpet,100431,6,100431,7,13,84,46.15
4546,Mansour Bahrami,Clay,100431,20,100431,29,49,84,40.82
4547,Mansour Bahrami,Hard,100431,6,100431,16,22,84,27.27
4548,Manuel De Sousa,Clay,110939,1,110939,3,4,4,25.0
4549,Manuel Diaz,Hard,107621,2,107621,3,5,5,40.0
4550,Manuel Orantes,Carpet,100174,38,100174,39,77,956,49.35
4551,Manuel Orantes,Clay,100174,560,100174,170,730,956,76.71
4552,Manuel Orantes,Grass,100174,31,100174,23,54,956,57.41
4553,Manuel Orantes,Hard,100174,54,100174,41,95,956,56.84
4554,Manuel Sanchez,Clay,105688,3,105688,5,8,11,37.5
4555,Manuel Sanchez,Hard,105688,2,105688,1,3,11,66.67
4556,Manuel Santana,Carpet,100028,9,100028,7,16,128,56.25
4557,Manuel Santana,Clay,100028,60,100028,22,82,128,73.17
4558,Manuel Santana,Grass,100028,9,100028,5,14,128,64.29
4559,Manuel Santana,Hard,100028,9,100028,7,16,128,56.25
4560,Manuel Tejada,Clay,101825,1,101825,7,8,10,12.5
4561,Manuel Tejada,Hard,101825,1,101825,1,2,10,50.0
4562,Manuel Tolentino,Clay,107629,3,107629,1,4,4,75.0
4563,Manuel Valleramos,Hard,110010,1,110010,1,2,2,50.0
4564,Mao Xin Gong,Hard,105001,2,105001,6,8,8,25.0
4565,Marat Safin,Carpet,103498,61,103498,26,87,693,70.11
4566,Marat Safin,Clay,103498,121,103498,82,203,693,59.61
4567,Marat Safin,Grass,103498,26,103498,19,45,693,57.78
4568,Marat Safin,Hard,103498,216,103498,142,358,693,60.34
4569,Marc Abdulnour,Clay,105201,1,105201,1,2,7,50.0
4570,Marc Abdulnour,Hard,105201,2,105201,3,5,7,40.0
4571,Marc Andrea Huesler,Clay,144817,4,144817,3,7,12,57.14
4572,Marc Andrea Huesler,Hard,144817,2,144817,3,5,12,40.0
4573,Marc Flur,Carpet,100833,2,100833,7,9,101,22.22
4574,Marc Flur,Clay,100833,4,100833,8,12,101,33.33
4575,Marc Flur,Grass,100833,11,100833,16,27,101,40.74
4576,Marc Flur,Hard,100833,21,100833,32,53,101,39.62
4577,Marc Gicquel,Carpet,102967,12,102967,6,18,205,66.67
4578,Marc Gicquel,Clay,102967,26,102967,33,59,205,44.07
4579,Marc Gicquel,Grass,102967,11,102967,15,26,205,42.31
4580,Marc Gicquel,Hard,102967,43,102967,59,102,205,42.16
4581,Marc Kevin Goellner,Carpet,101806,19,101806,30,49,355,38.78
4582,Marc Kevin Goellner,Clay,101806,87,101806,83,170,355,51.18
4583,Marc Kevin Goellner,Grass,101806,17,101806,20,37,355,45.95
4584,Marc Kevin Goellner,Hard,101806,37,101806,62,99,355,37.37
4585,Marc Lopez,Clay,104043,20,104043,27,47,54,42.55
4586,Marc Lopez,Grass,104043,1,104043,2,3,54,33.33
4587,Marc Lopez,Hard,104043,2,104043,2,4,54,50.0
4588,Marc Polmans,Clay,117360,1,117360,2,3,14,33.33
4589,Marc Polmans,Hard,117360,2,117360,9,11,14,18.18
4590,Marc Rosset,Carpet,101820,126,101820,72,198,789,63.64
4591,Marc Rosset,Clay,101820,118,101820,116,234,789,50.43
4592,Marc Rosset,Grass,101820,28,101820,31,59,789,47.46
4593,Marc Rosset,Hard,101820,162,101820,136,298,789,54.36
4594,Marcel Felder,Clay,104395,15,104395,12,27,33,55.56
4595,Marcel Felder,Hard,104395,4,104395,2,6,33,66.67
4596,Marcel Freeman,Carpet,100663,5,100663,11,16,140,31.25
4597,Marcel Freeman,Clay,100663,13,100663,21,34,140,38.24
4598,Marcel Freeman,Grass,100663,7,100663,13,20,140,35.0
4599,Marcel Freeman,Hard,100663,28,100663,42,70,140,40.0
4600,Marcel Granollers,Clay,104719,103,104719,111,214,453,48.13
4601,Marcel Granollers,Grass,104719,17,104719,21,38,453,44.74
4602,Marcel Granollers,Hard,104719,83,104719,118,201,453,41.29
4603,Marcello Craca,Clay,102472,10,102472,18,28,33,35.71
4604,Marcello Craca,Hard,102472,1,102472,4,5,33,20.0
4605,Marcello Lara,Carpet,100147,2,100147,10,12,172,16.67
4606,Marcello Lara,Clay,100147,43,100147,57,100,172,43.0
4607,Marcello Lara,Grass,100147,6,100147,16,22,172,27.27
4608,Marcello Lara,Hard,100147,14,100147,24,38,172,36.84
4609,Marcelo Arevalo,Clay,105656,3,105656,10,13,38,23.08
4610,Marcelo Arevalo,Hard,105656,18,105656,7,25,38,72.0
4611,Marcelo Charpentier,Clay,102243,6,102243,19,25,31,24.0
4612,Marcelo Charpentier,Hard,102243,2,102243,4,6,31,33.33
4613,Marcelo Demoliner,Hard,105269,1,105269,1,2,2,50.0
4614,Marcelo Filippini,Carpet,101382,4,101382,11,15,498,26.67
4615,Marcelo Filippini,Clay,101382,218,101382,180,398,498,54.77
4616,Marcelo Filippini,Hard,101382,27,101382,58,85,498,31.76
4617,Marcelo Hennemann,Carpet,100807,1,100807,1,2,16,50.0
4618,Marcelo Hennemann,Clay,100807,3,100807,5,8,16,37.5
4619,Marcelo Hennemann,Hard,100807,2,100807,4,6,16,33.33
4620,Marcelo Ingaramo,Clay,100865,30,100865,45,75,82,40.0
4621,Marcelo Ingaramo,Hard,100865,3,100865,4,7,82,42.86
4622,Marcelo Rios,Carpet,102701,31,102701,19,50,589,62.0
4623,Marcelo Rios,Clay,102701,181,102701,82,263,589,68.82
4624,Marcelo Rios,Grass,102701,6,102701,6,12,589,50.0
4625,Marcelo Rios,Hard,102701,176,102701,88,264,589,66.67
4626,Marcelo Saliola,Carpet,102302,3,102302,2,5,5,60.0
4627,Marcelo Tomas Barrios Vera,Clay,144642,1,144642,2,3,5,33.33
4628,Marcelo Tomas Barrios Vera,Hard,144642,1,144642,1,2,5,50.0
4629,Marcin Gawron,Hard,105152,1,105152,1,2,2,50.0
4630,Marcin Matkowski,Clay,103690,3,103690,3,6,6,50.0
4631,Marcio Carlsson,Clay,102519,5,102519,8,13,13,38.46
4632,Marco Alciati,Clay,107649,3,107649,6,9,9,33.33
4633,Marco Armellini,Clay,100690,4,100690,3,7,7,57.14
4634,Marco Cecchinato,Clay,106065,38,106065,46,84,137,45.24
4635,Marco Cecchinato,Grass,106065,2,106065,6,8,137,25.0
4636,Marco Cecchinato,Hard,106065,10,106065,35,45,137,22.22
4637,Marco Chiudinelli,Carpet,103843,3,103843,2,5,149,60.0
4638,Marco Chiudinelli,Clay,103843,7,103843,20,27,149,25.93
4639,Marco Chiudinelli,Grass,103843,6,103843,9,15,149,40.0
4640,Marco Chiudinelli,Hard,103843,36,103843,66,102,149,35.29
4641,Marco Consolini,Clay,107654,1,107654,4,5,5,20.0
4642,Marco Meneschincheri,Clay,102050,1,102050,11,12,14,8.33
4643,Marco Meneschincheri,Hard,102050,1,102050,1,2,14,50.0
4644,Marco Osorio,Hard,102036,5,102036,3,8,8,62.5
4645,Marco Trungelliti,Clay,105477,11,105477,11,22,27,50.0
4646,Marco Trungelliti,Hard,105477,1,105477,4,5,27,20.0
4647,Marcos Aurelio Gorriz,Carpet,101016,3,101016,5,8,116,37.5
4648,Marcos Aurelio Gorriz,Clay,101016,30,101016,57,87,116,34.48
4649,Marcos Aurelio Gorriz,Grass,101016,1,101016,3,4,116,25.0
4650,Marcos Aurelio Gorriz,Hard,101016,4,101016,13,17,116,23.53
4651,Marcos Baghdatis,Carpet,104571,13,104571,2,15,624,86.67
4652,Marcos Baghdatis,Clay,104571,38,104571,50,88,624,43.18
4653,Marcos Baghdatis,Grass,104571,55,104571,40,95,624,57.89
4654,Marcos Baghdatis,Hard,104571,244,104571,182,426,624,57.28
4655,Marcos Daniel,Clay,103228,22,103228,37,59,90,37.29
4656,Marcos Daniel,Grass,103228,1,103228,6,7,90,14.29
4657,Marcos Daniel,Hard,103228,1,103228,23,24,90,4.17
4658,Marcos Giron,Clay,106218,1,106218,1,2,32,50.0
4659,Marcos Giron,Hard,106218,13,106218,17,30,32,43.33
4660,Marcos Hocevar,Carpet,100393,1,100393,9,10,188,10.0
4661,Marcos Hocevar,Clay,100393,59,100393,63,122,188,48.36
4662,Marcos Hocevar,Grass,100393,12,100393,11,23,188,52.17
4663,Marcos Hocevar,Hard,100393,15,100393,18,33,188,45.45
4664,Marcos Ondruska,Carpet,102154,4,102154,13,17,265,23.53
4665,Marcos Ondruska,Clay,102154,27,102154,33,60,265,45.0
4666,Marcos Ondruska,Grass,102154,13,102154,17,30,265,43.33
4667,Marcos Ondruska,Hard,102154,74,102154,84,158,265,46.84
4668,Marcus Daniell,Hard,105428,1,105428,1,2,2,50.0
4669,Marcus Hilpert,Hard,101931,1,101931,2,3,3,33.33
4670,Marcus Sarstrand,Clay,103239,1,103239,2,3,3,33.33
4671,Marcus Willis,Grass,105650,1,105650,1,2,2,50.0
4672,Mardy Fish,Carpet,103888,4,103888,7,11,526,36.36
4673,Mardy Fish,Clay,103888,30,103888,35,65,526,46.15
4674,Mardy Fish,Grass,103888,46,103888,26,72,526,63.89
4675,Mardy Fish,Hard,103888,223,103888,155,378,526,58.99
4676,Marian Laudin,Clay,107669,1,107669,2,3,3,33.33
4677,Marian Vajda,Carpet,101119,8,101119,24,32,272,25.0
4678,Marian Vajda,Clay,101119,94,101119,87,181,272,51.93
4679,Marian Vajda,Grass,101119,1,101119,3,4,272,25.0
4680,Marian Vajda,Hard,101119,17,101119,38,55,272,30.91
4681,Mariano Hood,Clay,102251,4,102251,7,11,11,36.36
4682,Mariano Puerta,Carpet,103264,4,103264,8,12,243,33.33
4683,Mariano Puerta,Clay,103264,108,103264,77,185,243,58.38
4684,Mariano Puerta,Hard,103264,16,103264,30,46,243,34.78
4685,Mariano Sanchez,Clay,103227,2,103227,1,3,3,66.67
4686,Mariano Zabaleta,Carpet,103151,2,103151,6,8,412,25.0
4687,Mariano Zabaleta,Clay,103151,150,103151,120,270,412,55.56
4688,Mariano Zabaleta,Hard,103151,51,103151,83,134,412,38.06
4689,Marin Cilic,Carpet,105227,4,105227,5,9,809,44.44
4690,Marin Cilic,Clay,105227,125,105227,77,202,809,61.88
4691,Marin Cilic,Grass,105227,68,105227,31,99,809,68.69
4692,Marin Cilic,Hard,105227,323,105227,176,499,809,64.73
4693,Marinko Matosevic,Clay,104594,8,104594,19,27,159,29.63
4694,Marinko Matosevic,Grass,104594,8,104594,12,20,159,40.0
4695,Marinko Matosevic,Hard,104594,48,104594,64,112,159,42.86
4696,Mario Ancic,Carpet,104339,23,104339,15,38,344,60.53
4697,Mario Ancic,Clay,104339,35,104339,26,61,344,57.38
4698,Mario Ancic,Grass,104339,39,104339,14,53,344,73.58
4699,Mario Ancic,Hard,104339,111,104339,81,192,344,57.81
4700,Mario Martinez,Carpet,100769,3,100769,5,8,166,37.5
4701,Mario Martinez,Clay,100769,81,100769,61,142,166,57.04
4702,Mario Martinez,Hard,100769,5,100769,11,16,166,31.25
4703,Mario Monroy,Clay,103998,1,103998,1,2,4,50.0
4704,Mario Monroy,Hard,103998,1,103998,1,2,4,50.0
4705,Mario Radic,Clay,103912,2,103912,4,6,6,33.33
4706,Mario Rincon,Clay,101417,3,101417,14,17,24,17.65
4707,Mario Rincon,Hard,101417,1,101417,6,7,24,14.29
4708,Mario Tabares,Clay,101165,6,101165,9,15,33,40.0
4709,Mario Tabares,Hard,101165,10,101165,8,18,33,55.56
4710,Mario Vilella Martinez,Hard,106408,2,106408,3,5,5,40.0
4711,Mario Visconti,Clay,101531,2,101531,6,8,8,25.0
4712,Marius Copil,Clay,105657,10,105657,27,37,149,27.03
4713,Marius Copil,Grass,105657,6,105657,9,15,149,40.0
