,name,surface,winner_id,won,loser_id,lost,surface_total,total_matches,win_rate
412,Andrei Dirzu,Carpet,106531,2,106531,1,3,21,66.67
413,Andrei Dirzu,Clay,106531,3,106531,9,12,21,25.0
414,Andrei Dirzu,Grass,106531,1,106531,1,2,21,50.0
415,Andrei Dirzu,Hard,106531,1,106531,3,4,21,25.0
416,Andrei Gorban,Carpet,104215,1,104215,1,2,9,50.0
417,Andrei Gorban,Clay,104215,2,104215,5,7,9,28.57
418,Andrei Karatchenia,Hard,105259,3,105259,2,5,5,60.0
419,Andrei Luzgin,Carpet,108607,3,108607,2,5,5,60.0
420,Andrei Medvedev,Carpet,102446,48,102446,44,92,537,52.17
421,Andrei Medvedev,Clay,102446,171,102446,85,256,537,66.8
422,Andrei Medvedev,Grass,102446,16,102446,18,34,537,47.06
423,Andrei Medvedev,Hard,102446,87,102446,68,155,537,56.13
424,Andrei Merinov,Carpet,101926,3,101926,2,5,16,60.0
425,Andrei Merinov,Clay,101926,1,101926,5,6,16,16.67
426,Andrei Merinov,Hard,101926,2,101926,3,5,16,40.0
427,Andrei Olhovskiy,Carpet,101249,49,101249,45,94,283,52.13
428,Andrei Olhovskiy,Clay,101249,16,101249,36,52,283,30.77
429,Andrei Olhovskiy,Grass,101249,23,101249,23,46,283,50.0
430,Andrei Olhovskiy,Hard,101249,30,101249,61,91,283,32.97
431,Andrei Pavel,Carpet,102318,35,102318,32,67,548,52.24
432,Andrei Pavel,Clay,102318,109,102318,91,200,548,54.5
433,Andrei Pavel,Grass,102318,22,102318,27,49,548,44.9
434,Andrei Pavel,Hard,102318,115,102318,117,232,548,49.57
435,Andrei Rybalko,Carpet,102069,3,102069,8,11,22,27.27
436,Andrei Rybalko,Clay,102069,3,102069,8,11,22,27.27
437,Andrei Stoliarov,Carpet,102911,2,102911,6,8,95,25.0
438,Andrei Stoliarov,Clay,102911,9,102911,15,24,95,37.5
439,Andrei Stoliarov,Grass,102911,6,102911,11,17,95,35.29
440,Andrei Stoliarov,Hard,102911,20,102911,26,46,95,43.48
441,Andrei Vasilevski,Hard,105781,1,105781,4,5,5,20.0
442,Andrej Kracman,Carpet,104051,1,104051,2,3,15,33.33
443,Andrej Kracman,Clay,104051,6,104051,3,9,15,66.67
444,Andrej Kracman,Hard,104051,2,104051,1,3,15,66.67
445,Andrej Krasevec,Clay,108822,1,108822,1,2,2,50.0
446,Andrej Martin,Clay,105413,17,105413,18,35,49,48.57
447,Andrej Martin,Hard,105413,3,105413,11,14,49,21.43
448,Andres Alarcon,Hard,106533,1,106533,1,2,2,50.0
449,Andres Battad,Clay,106535,2,106535,5,7,7,28.57
450,Andres Filimonov,Carpet,106536,3,106536,2,5,17,60.0
451,Andres Filimonov,Clay,106536,6,106536,6,12,17,50.0
452,Andres Gimeno,Carpet,100026,21,100026,18,39,291,53.85
453,Andres Gimeno,Clay,100026,80,100026,32,112,291,71.43
454,Andres Gimeno,Grass,100026,45,100026,18,63,291,71.43
455,Andres Gimeno,Hard,100026,47,100026,30,77,291,61.04
456,Andres Gomez,Carpet,100653,60,100653,53,113,806,53.1
457,Andres Gomez,Clay,100653,330,100653,140,470,806,70.21
458,Andres Gomez,Grass,100653,10,100653,8,18,806,55.56
459,Andres Gomez,Hard,100653,132,100653,73,205,806,64.39
460,Andres Vysand,Carpet,101238,1,101238,3,4,35,25.0
461,Andres Vysand,Clay,101238,10,101238,21,31,35,32.26
462,Andrew Burrow,Clay,100931,1,100931,3,4,11,25.0
463,Andrew Burrow,Hard,100931,2,100931,5,7,11,28.57
464,Andrew Castle,Clay,100978,2,100978,6,8,74,25.0
465,Andrew Castle,Grass,100978,8,100978,21,29,74,27.59
466,Andrew Castle,Hard,100978,12,100978,25,37,74,32.43
467,Andrew Foster,Grass,102030,4,102030,5,9,9,44.44
468,Andrew Harris,Hard,106302,1,106302,2,3,3,33.33
469,Andrew Ilie,Carpet,102776,1,102776,5,6,206,16.67
470,Andrew Ilie,Clay,102776,42,102776,37,79,206,53.16
471,Andrew Ilie,Grass,102776,5,102776,11,16,206,31.25
472,Andrew Ilie,Hard,102776,41,102776,64,105,206,39.05
473,Andrew Jarrett,Carpet,100516,1,100516,4,5,54,20.0
474,Andrew Jarrett,Clay,100516,7,100516,14,21,54,33.33
475,Andrew Jarrett,Grass,100516,3,100516,15,18,54,16.67
476,Andrew Jarrett,Hard,100516,4,100516,6,10,54,40.0
477,Andrew Pattison,Carpet,100173,69,100173,77,146,537,47.26
478,Andrew Pattison,Clay,100173,66,100173,61,127,537,51.97
479,Andrew Pattison,Grass,100173,35,100173,33,68,537,51.47
480,Andrew Pattison,Hard,100173,110,100173,86,196,537,56.12
481,Andrew Rae,Hard,106542,1,106542,1,2,2,50.0
482,Andrew Richardson,Carpet,102359,2,102359,4,6,20,33.33
483,Andrew Richardson,Grass,102359,3,102359,7,10,20,30.0
484,Andrew Richardson,Hard,102359,1,102359,3,4,20,25.0
485,Andrew Sznajder,Carpet,101354,13,101354,10,23,131,56.52
486,Andrew Sznajder,Clay,101354,12,101354,18,30,131,40.0
487,Andrew Sznajder,Hard,101354,33,101354,45,78,131,42.31
488,Andrew Whittington,Hard,106225,2,106225,2,4,4,50.0
489,Andrey Dernovskiy,Carpet,104000,1,104000,2,3,10,33.33
490,Andrey Dernovskiy,Clay,104000,1,104000,6,7,10,14.29
491,Andrey Golubev,Clay,104979,22,104979,39,61,181,36.07
492,Andrey Golubev,Grass,104979,1,104979,10,11,181,9.09
493,Andrey Golubev,Hard,104979,42,104979,67,109,181,38.53
494,Andrey Kuznetsov,Clay,105723,30,105723,37,67,177,44.78
495,Andrey Kuznetsov,Grass,105723,7,105723,13,20,177,35.0
496,Andrey Kuznetsov,Hard,105723,42,105723,48,90,177,46.67
497,Andrey Rublev,Clay,126094,25,126094,18,43,225,58.14
498,Andrey Rublev,Grass,126094,4,126094,3,7,225,57.14
499,Andrey Rublev,Hard,126094,108,126094,67,175,225,61.71
500,Andrian Raturandang,Hard,102832,2,102832,9,11,11,18.18
501,Andrzej Licis,Clay,110130,1,110130,2,3,3,33.33
502,Andy Andrews,Carpet,100575,6,100575,6,12,56,50.0
503,Andy Andrews,Clay,100575,4,100575,7,11,56,36.36
504,Andy Andrews,Grass,100575,7,100575,13,20,56,35.0
505,Andy Andrews,Hard,100575,1,100575,12,13,56,7.69
506,Andy Kohlberg,Carpet,100616,4,100616,7,11,50,36.36
507,Andy Kohlberg,Clay,100616,1,100616,9,10,50,10.0
508,Andy Kohlberg,Grass,100616,1,100616,2,3,50,33.33
509,Andy Kohlberg,Hard,100616,7,100616,19,26,50,26.92
510,Andy Murray,Carpet,104918,8,104918,3,11,889,72.73
511,Andy Murray,Clay,104918,106,104918,48,154,889,68.83
512,Andy Murray,Grass,104918,108,104918,22,130,889,83.08
513,Andy Murray,Hard,104918,461,104918,133,594,889,77.61
514,Andy Ram,Carpet,103544,1,103544,1,2,15,50.0
515,Andy Ram,Clay,103544,1,103544,2,3,15,33.33
516,Andy Ram,Hard,103544,2,103544,8,10,15,20.0
517,Andy Roddick,Carpet,104053,25,104053,10,35,827,71.43
518,Andy Roddick,Clay,104053,76,104053,43,119,827,63.87
519,Andy Roddick,Grass,104053,87,104053,22,109,827,79.82
520,Andy Roddick,Hard,104053,424,104053,140,564,827,75.18
521,Andy Zingman,Clay,102413,1,102413,2,3,3,33.33
522,Angel Gimenez,Carpet,100394,1,100394,7,8,195,12.5
523,Angel Gimenez,Clay,100394,79,100394,85,164,195,48.17
524,Angel Gimenez,Grass,100394,1,100394,5,6,195,16.67
525,Angel Gimenez,Hard,100394,6,100394,11,17,195,35.29
526,Anoosha Shahgholi,Carpet,103875,1,103875,1,2,14,50.0
527,Anoosha Shahgholi,Clay,103875,5,103875,7,12,14,41.67
528,Ante Pavic,Grass,105302,2,105302,4,6,12,33.33
529,Ante Pavic,Hard,105302,1,105302,5,6,12,16.67
530,Anthony Billington,Grass,110073,1,110073,1,2,2,50.0
531,Anthony Bull,Grass,110087,1,110087,1,2,2,50.0
532,Anthony Fawcett,Hard,106561,1,106561,4,5,5,20.0
533,Anthony Hammond,Grass,106562,2,106562,6,8,8,25.0
534,Anthony Lane,Grass,101144,1,101144,3,4,4,25.0
535,Anthony Mills,Hard,111067,1,111067,1,2,2,50.0
536,Antoine Bellier,Clay,134472,1,134472,4,5,5,20.0
537,Antoine Beugre,Carpet,110786,3,110786,1,4,8,75.0
538,Antoine Beugre,Hard,110786,1,110786,3,4,8,25.0
539,Antoine Hoang,Clay,126156,2,126156,2,4,15,50.0
540,Antoine Hoang,Hard,126156,3,126156,8,11,15,27.27
541,Anton Tsymbalov,Clay,108647,1,108647,1,2,2,50.0
542,Antonio Martinez,Clay,209731,1,209731,1,2,2,50.0
543,Antonio Munoz,Carpet,100235,2,100235,6,8,266,25.0
544,Antonio Munoz,Clay,100235,86,100235,133,219,266,39.27
545,Antonio Munoz,Grass,100235,5,100235,13,18,266,27.78
546,Antonio Munoz,Hard,100235,4,100235,17,21,266,19.05
547,Antonio Palafox,Grass,109936,2,109936,4,6,6,33.33
548,Antonio Solana,Clay,209734,1,209734,1,2,2,50.0
549,Antonio Veic,Clay,105099,5,105099,14,19,35,26.32
550,Antonio Veic,Hard,105099,6,105099,10,16,35,37.5
551,Antonio Zugarelli,Carpet,100200,14,100200,29,43,266,32.56
552,Antonio Zugarelli,Clay,100200,88,100200,93,181,266,48.62
553,Antonio Zugarelli,Grass,100200,4,100200,13,17,266,23.53
554,Antonio Zugarelli,Hard,100200,6,100200,19,25,266,24.0
555,Antony Dupuis,Carpet,102179,6,102179,8,14,214,42.86
556,Antony Dupuis,Clay,102179,20,102179,38,58,214,34.48
557,Antony Dupuis,Grass,102179,19,102179,22,41,214,46.34
558,Antony Dupuis,Hard,102179,41,102179,60,101,214,40.59
559,Antso Rakotondramanga,Clay,105182,2,105182,1,3,5,66.67
560,Antso Rakotondramanga,Hard,105182,1,105182,1,2,5,50.0
561,Aqeel Khan,Clay,103499,8,103499,13,21,66,38.1
562,Aqeel Khan,Grass,103499,10,103499,8,18,66,55.56
563,Aqeel Khan,Hard,103499,10,103499,17,27,66,37.04
564,Arafat Chekrouni,Clay,106576,4,106576,6,10,17,40.0
565,Arafat Chekrouni,Hard,106576,4,106576,3,7,17,57.14
566,Ariel Behar,Hard,105431,1,105431,2,3,3,33.33
567,Arif Kocak,Clay,110426,2,110426,2,4,4,50.0
568,Arjun Fernando,Clay,106580,11,106580,8,19,31,57.89
569,Arjun Fernando,Hard,106580,5,106580,7,12,31,41.67
570,Armand Molino,Clay,106582,1,106582,1,2,4,50.0
571,Armand Molino,Hard,106582,1,106582,1,2,4,50.0
572,Armand Strombach,Carpet,102742,1,102742,1,2,9,50.0
573,Armand Strombach,Clay,102742,2,102742,2,4,9,50.0
574,Armand Strombach,Hard,102742,1,102742,2,3,9,33.33
575,Armando Cornejo,Clay,106583,3,106583,7,10,10,30.0
576,Armando Perez,Clay,101171,3,101171,2,5,5,60.0
577,Armistead Neely,Clay,100132,7,100132,15,22,50,31.82
578,Armistead Neely,Grass,100132,8,100132,11,19,50,42.11
579,Armistead Neely,Hard,100132,1,100132,8,9,50,11.11
580,Arnau Brugues Davi,Hard,104516,1,104516,2,3,3,33.33
581,Arnaud Boetsch,Carpet,101589,70,101589,52,122,437,57.38
582,Arnaud Boetsch,Clay,101589,58,101589,64,122,437,47.54
583,Arnaud Boetsch,Grass,101589,19,101589,16,35,437,54.29
584,Arnaud Boetsch,Hard,101589,85,101589,73,158,437,53.8
585,Arnaud Clement,Carpet,103096,41,103096,41,82,646,50.0
586,Arnaud Clement,Clay,103096,49,103096,71,120,646,40.83
587,Arnaud Clement,Grass,103096,50,103096,43,93,646,53.76
588,Arnaud Clement,Hard,103096,178,103096,173,351,646,50.71
589,Arnaud Di Pasquale,Carpet,103324,3,103324,6,9,167,33.33
590,Arnaud Di Pasquale,Clay,103324,47,103324,52,99,167,47.47
591,Arnaud Di Pasquale,Grass,103324,1,103324,3,4,167,25.0
592,Arnaud Di Pasquale,Hard,103324,18,103324,37,55,167,32.73
593,Arne Thoms,Carpet,101835,7,101835,10,17,58,41.18
594,Arne Thoms,Clay,101835,1,101835,5,6,58,16.67
595,Arne Thoms,Grass,101835,12,101835,11,23,58,52.17
596,Arne Thoms,Hard,101835,3,101835,9,12,58,25.0
597,Artem Sitak,Clay,104677,1,104677,1,2,11,50.0
598,Artem Sitak,Grass,104677,1,104677,1,2,11,50.0
599,Artem Sitak,Hard,104677,4,104677,3,7,11,57.14
600,Artem Smirnov,Hard,105085,2,105085,3,5,5,40.0
601,Arthur Anastopoulo,Hard,106588,1,106588,1,2,2,50.0
602,Arthur Ashe,Carpet,100074,251,100074,71,322,927,77.95
603,Arthur Ashe,Clay,100074,160,100074,66,226,927,70.8
604,Arthur Ashe,Grass,100074,110,100074,34,144,927,76.39
605,Arthur Ashe,Hard,100074,179,100074,56,235,927,76.17
606,Arthur De Greef,Clay,105963,2,105963,5,7,10,28.57
607,Arthur De Greef,Hard,105963,1,105963,2,3,10,33.33
608,Arvind Parmar,Carpet,103157,1,103157,3,4,45,25.0
609,Arvind Parmar,Grass,103157,11,103157,18,29,45,37.93
610,Arvind Parmar,Hard,103157,3,103157,9,12,45,25.0
611,Ashkan Shokoofi,Carpet,103803,1,103803,1,2,13,50.0
612,Ashkan Shokoofi,Clay,103803,5,103803,4,9,13,55.56
613,Ashkan Shokoofi,Hard,103803,1,103803,1,2,13,50.0
614,Ashley Cooper,Clay,100021,1,100021,1,2,2,50.0
615,Ashley Hewitt,Hard,105914,3,105914,1,4,4,75.0
616,Ashok Amritraj,Carpet,100469,1,100469,4,5,22,20.0
617,Ashok Amritraj,Clay,100469,3,100469,14,17,22,17.65
618,Asif Ismail,Hard,101810,1,101810,1,2,2,50.0
619,Asim Shafik,Clay,108588,3,108588,1,4,13,75.0
620,Asim Shafik,Hard,108588,3,108588,6,9,13,33.33
621,Asiri Iddamalgoda,Hard,108852,1,108852,1,2,2,50.0
622,Aslan Karatsev,Hard,106234,8,106234,11,19,19,42.11
623,Atet Wijono,Clay,109881,4,109881,5,9,9,44.44
624,Athanasios Anastopoulos,Clay,110948,2,110948,1,3,3,66.67
625,Attila Balazs,Carpet,105226,1,105226,3,4,51,25.0
626,Attila Balazs,Clay,105226,24,105226,13,37,51,64.86
627,Attila Balazs,Hard,105226,3,105226,7,10,51,30.0
628,Attila Korpas,Clay,106594,26,106594,39,65,69,40.0
629,Attila Korpas,Hard,106594,2,106594,2,4,69,50.0
630,Attila Savolt,Carpet,102722,2,102722,7,9,99,22.22
631,Attila Savolt,Clay,102722,34,102722,30,64,99,53.12
632,Attila Savolt,Hard,102722,6,102722,20,26,99,23.08
633,Augustin Gensse,Clay,104227,1,104227,2,3,3,33.33
634,Austin Krajicek,Grass,105572,1,105572,4,5,34,20.0
635,Austin Krajicek,Hard,105572,11,105572,18,29,34,37.93
636,Axel Finnberg,Hard,101892,1,101892,4,5,5,20.0
637,Axel Michon,Clay,105678,1,105678,1,2,2,50.0
638,Axel Pretzsch,Hard,102809,11,102809,18,29,29,37.93
639,B Johnston,Hard,209573,1,209573,1,2,2,50.0
640,B Moreau,Clay,110007,1,110007,2,3,3,33.33
641,B Newman,Hard,110344,1,110344,1,2,2,50.0
642,Bader Mohammed Almuqail,Hard,108751,3,108751,6,9,9,33.33
643,Bailey Brown,Carpet,100072,2,100072,1,3,3,66.67
644,Balazs Taroczy,Carpet,100332,41,100332,46,87,644,47.13
645,Balazs Taroczy,Clay,100332,316,100332,139,455,644,69.45
646,Balazs Taroczy,Grass,100332,14,100332,13,27,644,51.85
647,Balazs Taroczy,Hard,100332,39,100332,36,75,644,52.0
648,Balazs Veress,Hard,103645,1,103645,1,2,2,50.0
649,Baris Ergun,Hard,102552,2,102552,1,3,3,66.67
650,Barry Cowan,Grass,102443,3,102443,13,16,24,18.75
651,Barry Cowan,Hard,102443,2,102443,6,8,24,25.0
652,Barry King,Hard,104489,1,104489,2,3,3,33.33
653,Barry Mackay,Clay,100018,4,100018,8,12,29,33.33
654,Barry Mackay,Grass,100018,1,100018,3,4,29,25.0
655,Barry Mackay,Hard,100018,5,100018,8,13,29,38.46
656,Barry Moir,Clay,100928,11,100928,13,24,92,45.83
657,Barry Moir,Grass,100928,5,100928,8,13,92,38.46
658,Barry Moir,Hard,100928,20,100928,35,55,92,36.36
659,Barry Phillips Moore,Carpet,100025,11,100025,30,41,408,26.83
660,Barry Phillips Moore,Clay,100025,126,100025,110,236,408,53.39
661,Barry Phillips Moore,Grass,100025,30,100025,37,67,408,44.78
662,Barry Phillips Moore,Hard,100025,22,100025,42,64,408,34.38
663,Bart Wuyts,Carpet,101642,3,101642,17,20,115,15.0
664,Bart Wuyts,Clay,101642,38,101642,36,74,115,51.35
665,Bart Wuyts,Hard,101642,7,101642,14,21,115,33.33
666,Bartlomiej Dabrowski,Carpet,102100,4,102100,5,9,44,44.44
667,Bartlomiej Dabrowski,Clay,102100,15,102100,12,27,44,55.56
668,Bartlomiej Dabrowski,Hard,102100,4,102100,4,8,44,50.0
669,Basil Wheeler,Hard,209431,1,209431,1,2,2,50.0
670,Bastian Knittel,Clay,104226,1,104226,3,4,4,25.0
671,Bastian Trinker,Clay,105542,1,105542,2,3,3,33.33
672,Beejong Sisson,Clay,106610,2,106610,4,6,10,33.33
673,Beejong Sisson,Grass,106610,2,106610,2,4,10,50.0
674,Belus Prajoux,Carpet,100367,7,100367,10,17,210,41.18
675,Belus Prajoux,Clay,100367,71,100367,103,174,210,40.8
676,Belus Prajoux,Grass,100367,3,100367,8,11,210,27.27
677,Belus Prajoux,Hard,100367,2,100367,6,8,210,25.0
678,Ben Ellwood,Grass,102743,1,102743,3,4,18,25.0
679,Ben Ellwood,Hard,102743,3,102743,11,14,18,21.43
680,Ben Mckown,Clay,100463,2,100463,5,7,13,28.57
681,Ben Mckown,Hard,100463,2,100463,4,6,13,33.33
682,Ben Qiang Zhu,Grass,103337,2,103337,2,4,30,50.0
683,Ben Qiang Zhu,Hard,103337,15,103337,11,26,30,57.69
684,Ben Testerman,Carpet,100797,24,100797,20,44,189,54.55
685,Ben Testerman,Clay,100797,7,100797,12,19,189,36.84
686,Ben Testerman,Grass,100797,21,100797,21,42,189,50.0
687,Ben Testerman,Hard,100797,35,100797,49,84,189,41.67
688,Bengt Lundstedt,Carpet,106614,1,106614,2,3,3,33.33
689,Benjamin Balleret,Carpet,104112,1,104112,2,3,53,33.33
690,Benjamin Balleret,Clay,104112,22,104112,16,38,53,57.89
691,Benjamin Balleret,Hard,104112,5,104112,7,12,53,41.67
692,Benjamin Becker,Carpet,103794,1,103794,2,3,375,33.33
693,Benjamin Becker,Clay,103794,11,103794,34,45,375,24.44
694,Benjamin Becker,Grass,103794,36,103794,30,66,375,54.55
695,Benjamin Becker,Hard,103794,106,103794,155,261,375,40.61
696,Benjamin Bonzi,Clay,126127,2,126127,2,4,8,50.0
697,Benjamin Bonzi,Hard,126127,2,126127,2,4,8,50.0
698,Benjamin Hassan,Hard,133975,4,133975,1,5,5,80.0
699,Benjamin Lock,Hard,111761,8,111761,2,10,10,80.0
700,Benoit Paire,Clay,105332,81,105332,76,157,468,51.59
701,Benoit Paire,Grass,105332,23,105332,23,46,468,50.0
702,Benoit Paire,Hard,105332,121,105332,144,265,468,45.66
703,Bent Ove Pedersen,Carpet,101369,6,101369,2,8,21,75.0
704,Bent Ove Pedersen,Clay,101369,3,101369,3,6,21,50.0
705,Bent Ove Pedersen,Hard,101369,4,101369,3,7,21,57.14
706,Bernabe Zapata Miralles,Clay,126523,1,126523,3,4,4,25.0
707,Bernard Balleret,Carpet,106615,1,106615,1,2,39,50.0
708,Bernard Balleret,Clay,106615,12,106615,18,30,39,40.0
709,Bernard Balleret,Hard,106615,2,106615,5,7,39,28.57
710,Bernard Boileau,Carpet,100599,3,100599,5,8,94,37.5
711,Bernard Boileau,Clay,100599,28,100599,31,59,94,47.46
712,Bernard Boileau,Grass,100599,1,100599,3,4,94,25.0
713,Bernard Boileau,Hard,100599,10,100599,13,23,94,43.48
714,Bernard Fritz,Carpet,100314,2,100314,5,7,135,28.57
715,Bernard Fritz,Clay,100314,38,100314,58,96,135,39.58
716,Bernard Fritz,Grass,100314,2,100314,2,4,135,50.0
717,Bernard Fritz,Hard,100314,11,100314,17,28,135,39.29
718,Bernard Mignot,Carpet,100170,3,100170,3,6,101,50.0
719,Bernard Mignot,Clay,100170,30,100170,42,72,101,41.67
720,Bernard Mignot,Grass,100170,3,100170,4,7,101,42.86
721,Bernard Mignot,Hard,100170,10,100170,6,16,101,62.5
722,Bernard Mitton,Carpet,100354,51,100354,62,113,422,45.13
723,Bernard Mitton,Clay,100354,32,100354,50,82,422,39.02
724,Bernard Mitton,Grass,100354,36,100354,34,70,422,51.43
725,Bernard Mitton,Hard,100354,80,100354,77,157,422,50.96
726,Bernard Montrenaud,Clay,106616,6,106616,15,21,21,28.57
727,Bernard Paul,Carpet,109764,1,109764,3,4,17,25.0
728,Bernard Paul,Clay,109764,3,109764,10,13,17,23.08
729,Bernard Pinto,Clay,110996,1,110996,2,3,3,33.33
730,Bernard Tomic,Clay,106071,21,106071,44,65,371,32.31
731,Bernard Tomic,Grass,106071,38,106071,32,70,371,54.29
732,Bernard Tomic,Hard,106071,127,106071,109,236,371,53.81
733,Bernardo Mota,Carpet,101938,3,101938,4,7,34,42.86
734,Bernardo Mota,Clay,101938,11,101938,16,27,34,40.74
735,Bernd Karbacher,Carpet,101463,3,101463,15,18,297,16.67
736,Bernd Karbacher,Clay,101463,77,101463,68,145,297,53.1
737,Bernd Karbacher,Grass,101463,4,101463,13,17,297,23.53
738,Bernd Karbacher,Hard,101463,52,101463,65,117,297,44.44
739,Bernd Kube,Clay,110192,1,110192,5,6,6,16.67
740,Bernhard Pils,Carpet,100781,1,100781,3,4,45,25.0
741,Bernhard Pils,Clay,100781,9,100781,19,28,45,32.14
742,Bernhard Pils,Grass,100781,1,100781,1,2,45,50.0
743,Bernhard Pils,Hard,100781,4,100781,7,11,45,36.36
744,Berry Geraghty,Grass,109742,1,109742,2,3,3,33.33
745,Bertalan Csoknyai,Clay,106619,1,106619,1,2,2,50.0
746,Bertrand Lacombe,Hard,106620,2,106620,2,4,4,50.0
747,Bertrand Madsen,Clay,102055,6,102055,13,19,26,31.58
748,Bertrand Madsen,Hard,102055,3,102055,4,7,26,42.86
749,Bhanu Nunna,Carpet,100357,1,100357,1,2,2,50.0
750,Bidynt Goswami,Clay,106621,1,106621,2,3,3,33.33
751,Bill Barber,Hard,101811,1,101811,1,2,2,50.0
752,Bill Behrens,Clay,101766,2,101766,4,6,6,33.33
753,Bill Bowrey,Clay,100079,25,100079,28,53,155,47.17
754,Bill Bowrey,Grass,100079,44,100079,30,74,155,59.46
755,Bill Bowrey,Hard,100079,11,100079,17,28,155,39.29
756,Bill Brown,Grass,209419,1,209419,1,2,2,50.0
757,Bill Colson,Grass,110000,1,110000,2,3,3,33.33
758,Bill Cowan,Hard,100596,2,100596,6,8,8,25.0
759,Bill Freer,Clay,100237,2,100237,4,6,23,33.33
760,Bill Freer,Grass,100237,2,100237,3,5,23,40.0
761,Bill Freer,Hard,100237,3,100237,9,12,23,25.0
762,Bill Gilmour,Grass,100678,1,100678,1,2,2,50.0
763,Bill Lloyd,Clay,100180,5,100180,18,23,53,21.74
764,Bill Lloyd,Grass,100180,7,100180,13,20,53,35.0
765,Bill Lloyd,Hard,100180,2,100180,8,10,53,20.0
766,Bill Lofgren,Clay,100164,1,100164,9,10,24,10.0
767,Bill Lofgren,Grass,100164,2,100164,9,11,24,18.18
768,Bill Lofgren,Hard,100164,1,100164,2,3,24,33.33
769,Bill Maze,Carpet,100416,2,100416,8,10,44,20.0
770,Bill Maze,Clay,100416,1,100416,6,7,44,14.29
771,Bill Maze,Grass,100416,4,100416,8,12,44,33.33
772,Bill Maze,Hard,100416,5,100416,10,15,44,33.33
773,Bill Monan,Clay,109971,1,109971,3,4,4,25.0
774,Bill Scanlon,Carpet,100452,102,100452,85,187,560,54.55
775,Bill Scanlon,Clay,100452,34,100452,47,81,560,41.98
776,Bill Scanlon,Grass,100452,59,100452,41,100,560,59.0
777,Bill Scanlon,Hard,100452,107,100452,85,192,560,55.73
778,Billy Martin,Carpet,100461,45,100461,53,98,312,45.92
779,Billy Martin,Clay,100461,41,100461,51,92,312,44.57
780,Billy Martin,Grass,100461,20,100461,23,43,312,46.51
781,Billy Martin,Hard,100461,35,100461,44,79,312,44.3
782,Billy Nealon,Clay,100704,1,100704,8,9,9,11.11
783,Bing Chao Lin,Carpet,102277,1,102277,1,2,30,50.0
784,Bing Chao Lin,Clay,102277,6,102277,7,13,30,46.15
785,Bing Chao Lin,Hard,102277,8,102277,7,15,30,53.33
786,Bing Pan,Carpet,101701,1,101701,10,11,37,9.09
787,Bing Pan,Clay,101701,5,101701,1,6,37,83.33
788,Bing Pan,Grass,101701,1,101701,1,2,37,50.0
789,Bing Pan,Hard,101701,9,101701,9,18,37,50.0
790,Birger Andersson,Carpet,106629,2,106629,7,9,104,22.22
791,Birger Andersson,Clay,106629,28,106629,48,76,104,36.84
792,Birger Andersson,Grass,106629,2,106629,2,4,104,50.0
793,Birger Andersson,Hard,106629,4,106629,11,15,104,26.67
794,Bjorn Borg,Carpet,100437,178,100437,42,220,782,80.91
795,Bjorn Borg,Clay,100437,279,100437,48,327,782,85.32
796,Bjorn Borg,Grass,100437,72,100437,13,85,782,84.71
797,Bjorn Borg,Hard,100437,113,100437,37,150,782,75.33
798,Bjorn Fratangelo,Clay,106216,5,106216,9,14,55,35.71
799,Bjorn Fratangelo,Grass,106216,3,106216,3,6,55,50.0
800,Bjorn Fratangelo,Hard,106216,12,106216,23,35,55,34.29
801,Bjorn Phau,Carpet,103451,1,103451,4,5,218,20.0
802,Bjorn Phau,Clay,103451,22,103451,37,59,218,37.29
803,Bjorn Phau,Grass,103451,1,103451,13,14,218,7.14
804,Bjorn Phau,Hard,103451,56,103451,84,140,218,40.0
805,Bjorn Rehnquist,Clay,103104,3,103104,4,7,15,42.86
806,Bjorn Rehnquist,Hard,103104,1,103104,7,8,15,12.5
807,Blaine Willenborg,Carpet,100639,2,100639,3,5,87,40.0
808,Blaine Willenborg,Clay,100639,23,100639,35,58,87,39.66
809,Blaine Willenborg,Hard,100639,8,100639,16,24,87,33.33
810,Blaise Bicknell,Hard,209080,1,209080,1,2,2,50.0
811,Blaz Kavcic,Carpet,104882,2,104882,1,3,145,66.67
812,Blaz Kavcic,Clay,104882,26,104882,34,60,145,43.33
813,Blaz Kavcic,Grass,104882,3,104882,13,16,145,18.75
814,Blaz Kavcic,Hard,104882,24,104882,42,66,145,36.36
815,Blaz Rola,Clay,105641,8,105641,9,17,34,47.06
816,Blaz Rola,Grass,105641,1,105641,4,5,34,20.0
817,Blaz Rola,Hard,105641,4,105641,8,12,34,33.33
818,Blaz Trupej,Clay,102013,2,102013,4,6,8,33.33
819,Blaz Trupej,Hard,102013,1,102013,1,2,8,50.0
